Trial,Marker,label,area,mask_intensity,weighted_centroid-0,weighted_centroid-1,target_intensity,size_fraction,expressed,DF_expressed,DF_unexpressed,,,, 
2,Positive,53,137,9107.50364963504,78.2925581537002,660.63234294654,26299.3941605839,0.562043795620438,True,26299.3941605839,0,,,,
2,Positive,54,89,10683.5505617978,76.386655532605,62.1802182500452,25537.7640449438,0.786516853932584,True,25537.7640449438,0,,,,
2,Positive,55,82,4873.24390243902,77.864016055815,426.497617653389,22630.5853658537,0.865853658536585,True,22630.5853658537,0,,,,
2,Positive,56,170,11034.8470588235,82.2750783080764,502.76165612253,26203.2235294118,0.611764705882353,True,26203.2235294118,0,,,,
2,Positive,57,49,4456.89795918367,80.4166895616975,329.610262468634,15487,0,False,0,15487,,,,
2,Positive,58,95,6535.94736842105,82.221611653769,345.029013633106,20157.3473684211,0.8,True,20157.3473684211,0,,,,
2,Positive,59,92,6284.14130434783,81.8751463743274,560.509668056754,38104.2391304348,0.934782608695652,True,38104.2391304348,0,,,,
2,Positive,60,37,3532.91891891892,81.7165883810952,625.924738750593,18493.7567567568,0,False,0,18493.7567567568,,,,
2,Positive,61,94,7834.5,91.3447150695981,215.507667260059,30455.6382978723,0.840425531914894,True,30455.6382978723,0,,,,
2,Positive,62,88,7248.31818181818,91.6722311758841,242.527898321241,24658.2727272727,0.897727272727273,True,24658.2727272727,0,,,,
2,Positive,63,39,3699.74358974359,93.4402245477857,423.042733384157,16930.9230769231,0,False,0,16930.9230769231,,,,
2,Positive,64,98,6291.31632653061,98.5970393269635,145.082186492882,19253.8571428571,0.76530612244898,True,19253.8571428571,0,,,,
2,Positive,65,53,4215.69811320755,98.3516774678649,410.436893551506,19105.6981132076,0.490566037735849,True,19105.6981132076,0,,,,
2,Positive,66,47,3310.12765957447,99.6963991875353,612.526816475549,18082.4893617021,0,False,0,18082.4893617021,,,,
2,Positive,67,68,5053,103.78628595709,398.776306445792,19611.4852941176,0.661764705882353,True,19611.4852941176,0,,,,
2,Positive,68,39,3051.71794871795,102.835099187511,670.802700454557,17440.6923076923,0,False,0,17440.6923076923,,,,
2,Positive,69,92,4729.69565217391,106.905033415148,595.107385804767,20938.1630434783,0.706521739130435,True,20938.1630434783,0,,,,
2,Positive,70,95,7549.83157894737,111.060826731583,325.393810109392,32831.4526315789,0.873684210526316,True,32831.4526315789,0,,,,
2,Positive,71,129,12648.7054263566,113.875039453129,359.770368999371,31851.4418604651,0.72093023255814,True,31851.4418604651,0,,,,
2,Positive,72,81,4668.20987654321,116.871619173554,71.537652892562,15396.3703703704,0,False,0,15396.3703703704,,,,
2,Positive,73,145,5393.94482758621,123.00144223024,569.261381216741,24448.5448275862,0.689655172413793,True,24448.5448275862,0,,,,
2,Positive,74,101,7737.9900990099,124.222871086078,545.370136026829,36970.4752475248,0.772277227722772,True,36970.4752475248,0,,,,
2,Positive,76,101,11464.5841584158,126.26739429133,276.76819443089,43590.1584158416,0.831683168316832,True,43590.1584158416,0,,,,
2,Positive,77,57,7636.59649122807,125.499257959135,358.177464931103,24394.8596491228,0.175438596491228,True,24394.8596491228,0,,,,
2,Positive,78,70,4015.31428571429,126.977386577105,170.003049040815,17568.0857142857,0.871428571428571,True,17568.0857142857,0,,,,
2,Positive,79,93,6112.64516129032,128.722333044843,487.113338118056,20733.7849462366,0.741935483870968,True,20733.7849462366,0,,,,
2,Positive,80,78,4492.80769230769,128.782686858483,675.146302209514,22614.3333333333,0.794871794871795,True,22614.3333333333,0,,,,
2,Positive,81,95,6605.76842105263,130.130872857534,408.05627298629,23398.1684210526,0.694736842105263,True,23398.1684210526,0,,,,
2,Positive,82,56,6029.28571428572,133.687913161948,261.383230659874,22187.4285714286,0,False,0,22187.4285714286,,,,
2,Positive,83,50,3497.68,137.209418814757,585.334009972325,18436.6,0,False,0,18436.6,,,,
2,Positive,84,36,4388,137.243631621594,566.080490985516,21605.75,0,False,0,21605.75,,,,
2,Positive,85,118,13290.2881355932,144.098190726757,274.816825590752,37623.5338983051,0.915254237288135,True,37623.5338983051,0,,,,
2,Positive,86,91,6245.48351648352,145.148589134302,432.725716517783,21304.6483516484,0.714285714285714,True,21304.6483516484,0,,,,
2,Positive,87,46,3612.41304347826,144.943865054673,325.773131292464,15136.9782608696,0,False,0,15136.9782608696,,,,
2,Positive,88,68,5032.83823529412,147.44285326079,3.45860568676896,18850.9264705882,0.588235294117647,True,18850.9264705882,0,,,,
2,Positive,89,93,6295.72043010753,148.280642935464,149.344190113783,28922.6344086021,0.870967741935484,True,28922.6344086021,0,,,,
2,Positive,90,153,10108.2810457516,154.208284542474,393.596034313418,35900,0.647058823529412,True,35900,0,,,,
2,Positive,91,71,4338.32394366197,151.081702221602,561.148204180884,21872.676056338,0.619718309859155,True,21872.676056338,0,,,,
2,Positive,92,94,6106.45744680851,156.809437863998,492.387333255518,33286.7340425532,0.808510638297872,True,33286.7340425532,0,,,,
2,Positive,93,46,3114.30434782609,155.368502980636,651.72592106549,17732.1956521739,0,False,0,17732.1956521739,,,,
2,Positive,94,74,5682.78378378378,159.853122042395,434.196068732968,27073.2567567568,0.878378378378378,True,27073.2567567568,0,,,,
2,Positive,95,93,6206.32258064516,161.810394533497,369.69553421069,39162.1290322581,0.838709677419355,True,39162.1290322581,0,,,,
2,Positive,96,61,13464.131147541,168.240615015974,680.955119369984,24886.0491803279,0.704918032786885,True,24886.0491803279,0,,,,
2,Positive,97,88,5896.69318181818,172.019039947274,469.424421237635,22825.875,0.795454545454545,True,22825.875,0,,,,
2,Positive,98,17,3561.58823529412,170.572959849373,666.150065238575,17992.4705882353,0,False,0,17992.4705882353,,,,
2,Positive,99,84,5702.66666666667,174.551168626207,259.290087761782,21933.4047619048,0.928571428571429,True,21933.4047619048,0,,,,
2,Positive,100,130,7557.71538461538,178.570513270697,387.905204360699,24899.8692307692,0.638461538461538,True,24899.8692307692,0,,,,
2,Positive,101,33,4100.66666666667,174.700100501027,432.782230531621,17611.0303030303,0,False,0,17611.0303030303,,,,
2,Positive,102,82,4556.65853658537,177.042427859525,632.38993860499,23106.7195121951,0.865853658536585,True,23106.7195121951,0,,,,
2,Positive,103,97,7922.59793814433,180.351945108082,193.355445469829,23676.0103092783,0.907216494845361,True,23676.0103092783,0,,,,
2,Positive,104,144,11898.5208333333,185.271259791279,66.711208267601,28272.75,0.5625,True,28272.75,0,,,,
2,Positive,105,85,5851.48235294118,180.435330615068,455.713751769285,19684.3176470588,0.576470588235294,True,19684.3176470588,0,,,,
2,Positive,106,93,6767.12903225806,185.144682629345,171.443155798984,25508.2150537634,0.913978494623656,True,25508.2150537634,0,,,,
2,Positive,107,92,6791.46739130435,185.578139129182,275.576876355401,22007.8043478261,0.782608695652174,True,22007.8043478261,0,,,,
2,Positive,108,101,8879.93069306931,185.313956379554,566.440412410676,29699.1881188119,0.821782178217822,True,29699.1881188119,0,,,,
2,Positive,109,87,4447.34482758621,187.629162692967,8.63654925191061,31235.5172413793,0.896551724137931,True,31235.5172413793,0,,,,
2,Positive,110,89,7131.95505617978,194.74429848884,373.670232408656,49170.2134831461,0.876404494382022,True,49170.2134831461,0,,,,
2,Positive,111,66,5665.25757575758,197.66205232852,536.503339065597,24467.3333333333,0.848484848484848,True,24467.3333333333,0,,,,
2,Positive,112,26,4113.65384615385,197.029778878968,329.436753774952,15761.0769230769,0,False,0,15761.0769230769,,,,
2,Positive,113,100,10059.66,200.931394301597,442.707623319277,24946.01,0.84,True,24946.01,0,,,,
2,Positive,114,36,3897,200.638261625752,194.189020043908,16146.3333333333,0,False,0,16146.3333333333,,,,
2,Positive,115,33,3392.45454545455,202.711471983278,164.009602415342,15148.0303030303,0,False,0,15148.0303030303,,,,
2,Positive,116,98,12461.9795918367,205.389659486733,523.334223933368,37722.1836734694,0.816326530612245,True,37722.1836734694,0,,,,
2,Positive,117,97,7137.82474226804,207.474553309001,319.889407238048,21540.9690721649,0.731958762886598,True,21540.9690721649,0,,,,
2,Positive,118,41,3420.46341463415,210.114233558425,682.250914510229,17864.3902439024,0,False,0,17864.3902439024,,,,
2,Positive,119,88,5367.85227272727,207.153313814777,572.235831581532,35112.5,0.875,True,35112.5,0,,,,
2,Positive,120,131,4334.25190839695,211.904952033069,78.4728797947117,15742.0992366412,0,False,0,15742.0992366412,,,,
2,Positive,121,91,7573.25274725275,211.181555677442,386.322819175641,22749.4505494505,0.593406593406593,True,22749.4505494505,0,,,,
2,Positive,122,80,5075.6125,211.039152910117,598.434949969092,20314.4375,0.6,True,20314.4375,0,,,,
2,Positive,123,156,8485.58333333333,219.91121819738,540.242061384656,34997.4807692308,0.512820512820513,True,34997.4807692308,0,,,,
2,Positive,124,92,7501.5,217.372792108245,405.638625898009,28327.2717391304,0.891304347826087,True,28327.2717391304,0,,,,
2,Positive,125,16,2701.4375,213.992874164218,637.488513060176,16490.9375,0,False,0,16490.9375,,,,
2,Positive,126,262,10209.1870229008,223.878438332186,218.707047648671,26413.4503816794,0.320610687022901,True,26413.4503816794,0,,,,
2,Positive,127,94,5867.55319148936,219.730484996827,186.42566222464,21141.3617021277,0.829787234042553,True,21141.3617021277,0,,,,
2,Positive,129,67,4544,225.6936192716,598.204350168173,17031.0597014925,0,False,0,17031.0597014925,,,,
2,Positive,130,97,5123.63917525773,228.862199266388,155.970689728024,35295.2680412371,0.845360824742268,True,35295.2680412371,0,,,,
2,Positive,131,34,3698.44117647059,227.000461243608,577.258709949343,17526.2647058824,0,False,0,17526.2647058824,,,,
2,Positive,132,92,5607.39130434783,230.5128789641,491.449119950376,38751.8152173913,0.847826086956522,True,38751.8152173913,0,,,,
2,Positive,133,29,4220.31034482759,228.371838972457,555.141524156583,18581.4827586207,0,False,0,18581.4827586207,,,,
2,Positive,134,53,2873.84905660377,235.055077011962,64.4425988418661,14306.7924528302,0,False,0,14306.7924528302,,,,
2,Positive,135,87,5850.96551724138,237.165305264481,516.557094418055,39252.8390804598,0.816091954022988,True,39252.8390804598,0,,,,
2,Positive,136,27,3890.37037037037,237.531921172887,359.915137090632,14833.9259259259,0,False,0,14833.9259259259,,,,
2,Positive,137,95,5856.29473684211,240.990771962872,256.499419428128,39120.9473684211,0.884210526315789,True,39120.9473684211,0,,,,
2,Positive,138,67,5144.35820895522,242.834825573299,528.802922778758,21086.5671641791,0,False,0,21086.5671641791,,,,
2,Positive,139,133,11703.2180451128,252.424363712057,318.540477267354,27009.4285714286,0.616541353383459,True,27009.4285714286,0,,,,
2,Positive,140,96,7944.94791666667,250.216244599883,405.896856624034,24045.7604166667,0.760416666666667,True,24045.7604166667,0,,,,
2,Positive,141,93,8242.10752688172,255.108043406791,356.525442391287,18058.7634408602,0.709677419354839,True,18058.7634408602,0,,,,
2,Positive,142,86,4973,256.692371363502,657.111006411366,20956.2558139535,0.686046511627907,True,20956.2558139535,0,,,,
2,Positive,143,82,3312.69512195122,257.400893090513,124.442543651363,15008.6707317073,0,False,0,15008.6707317073,,,,
2,Positive,144,90,6228.66666666667,258.823787862571,476.914806093689,20172.2777777778,0.655555555555556,True,20172.2777777778,0,,,,
2,Positive,145,34,2728.20588235294,261.703209392081,87.5084142778598,14663.5,0,False,0,14663.5,,,,
2,Positive,146,96,7132.98958333333,265.992302491212,545.224010502843,23638.21875,0.84375,True,23638.21875,0,,,,
2,Positive,147,93,7744.65591397849,267.96650760219,397.091696945379,22284.6989247312,0.78494623655914,True,22284.6989247312,0,,,,
2,Positive,148,73,5026.09589041096,267.204627900955,449.992831931971,19821.3835616438,0.712328767123288,True,19821.3835616438,0,,,,
2,Positive,149,96,6490.71875,271.298109961499,149.248144385653,20189.1145833333,0.739583333333333,True,20189.1145833333,0,,,,
2,Positive,150,76,6761.01315789474,270.423681050605,465.066406272806,24816.8289473684,0.828947368421053,True,24816.8289473684,0,,,,
2,Positive,151,94,8626.54255319149,273.252371762065,185.824650540452,23445.585106383,0.702127659574468,True,23445.585106383,0,,,,
2,Positive,152,216,8430.38425925926,282.822715233643,29.4419073863664,36565.0185185185,0.648148148148148,True,36565.0185185185,0,,,,
2,Positive,153,74,5617.0945945946,277.577027173325,174.239801282283,32714.6756756757,0.878378378378378,True,32714.6756756757,0,,,,
2,Positive,154,129,11319.5813953488,281.296126763939,481.566523264207,34701.3798449612,0.658914728682171,True,34701.3798449612,0,,,,
2,Positive,155,127,9167.66929133858,290.610561421771,86.5786115877948,21094.5433070866,0.622047244094488,True,21094.5433070866,0,,,,
2,Positive,156,105,12034.6095238095,287.079848278853,405.322761179266,39767.6761904762,0.885714285714286,True,39767.6761904762,0,,,,
2,Positive,157,86,6074.68604651163,286.383918778461,543.032402861283,20542.0465116279,0.697674418604651,True,20542.0465116279,0,,,,
2,Positive,158,48,8753.9375,287.792150675053,681.632598663935,24933.9583333333,0.875,True,24933.9583333333,0,,,,
2,Positive,159,78,3962.80769230769,287.882396901963,56.814528678514,18749.5897435897,0.474358974358974,True,18749.5897435897,0,,,,
2,Positive,160,100,9922.07,288.278974044731,212.55321016683,52569.91,0.89,True,52569.91,0,,,,
2,Positive,161,83,5703.63855421687,287.765947334401,383.838938154042,19618.9518072289,0.710843373493976,True,19618.9518072289,0,,,,
2,Positive,162,83,5062.78313253012,289.586997960548,620.209578045315,24637.3855421687,0.831325301204819,True,24637.3855421687,0,,,,
2,Positive,163,49,3742.12244897959,291.827599746951,586.089237800223,16650.4897959184,0,False,0,16650.4897959184,,,,
2,Positive,165,25,3384.96,291.602086878427,661.055197107204,17793.32,0,False,0,17793.32,,,,
2,Positive,166,156,7936.33974358974,301.963392185734,120.217325528706,31357.6474358974,0.737179487179487,True,31357.6474358974,0,,,,
2,Positive,167,69,5047.55072463768,302.018315670393,239.029272340438,23820.4202898551,0.855072463768116,True,23820.4202898551,0,,,,
2,Positive,168,98,8658.5612244898,303.968688534057,605.647402181868,28340.1836734694,0.928571428571429,True,28340.1836734694,0,,,,
2,Positive,169,93,6398.9247311828,305.667373550664,256.633283481768,25351.4623655914,0.849462365591398,True,25351.4623655914,0,,,,
2,Positive,170,91,6096.65934065934,307.379725160239,631.072414004427,28661.7472527473,0.923076923076923,True,28661.7472527473,0,,,,
2,Positive,171,100,7871.5,308.220852442355,275.565405577082,36600.76,0.8,True,36600.76,0,,,,
2,Positive,172,39,4363.12820512821,308.394911907476,405.020409962271,17835.9743589744,0,False,0,17835.9743589744,,,,
2,Positive,173,19,3278.73684210526,306.861788878901,653.167763580326,17214.2631578947,0,False,0,17214.2631578947,,,,
2,Positive,174,73,2797.90410958904,311.069342511763,14.0454204957723,35360.8219178082,0.958904109589041,True,35360.8219178082,0,,,,
2,Positive,175,82,4603.12195121951,312.345428341317,478.623972065618,19447.6463414634,0.804878048780488,True,19447.6463414634,0,,,,
2,Positive,176,91,6600.24175824176,319.230682525782,182.49108757255,20622.8681318681,0.857142857142857,True,20622.8681318681,0,,,,
2,Positive,177,83,4373.80722891566,319.764617410323,160.525816332714,17503.3012048193,0.481927710843373,True,17503.3012048193,0,,,,
2,Positive,178,101,7296.54455445545,320.999443653649,47.3924358607289,25298.0891089109,0.851485148514851,True,25298.0891089109,0,,,,
2,Positive,179,135,10527.437037037,326.194817914951,418.015358808447,35400.0740740741,0.688888888888889,True,35400.0740740741,0,,,,
2,Positive,180,137,7123.22627737226,328.447997811211,122.151946649288,25250.7883211679,0.54014598540146,True,25250.7883211679,0,,,,
2,Positive,181,78,5309.05128205128,324.689557746084,138.644277069156,23397.0897435897,0.846153846153846,True,23397.0897435897,0,,,,
2,Positive,182,86,5261.91860465116,325.952873321916,244.454995856583,23393,0.744186046511628,True,23393,0,,,,
2,Positive,183,9,3231,321.982392792049,312.99250318099,15366.6666666667,0,False,0,15366.6666666667,,,,
2,Positive,184,125,5632.984,326.677951153421,385.787525758994,22446.848,0.632,True,22446.848,0,,,,
2,Positive,185,89,5908.29213483146,326.445386221612,587.327933698211,23531.0112359551,0.797752808988764,True,23531.0112359551,0,,,,
2,Positive,186,100,7267.52,328.872952534014,647.903005426886,34429.54,0.82,True,34429.54,0,,,,
2,Positive,187,95,7121.83157894737,329.985297986621,606.748921773524,24090.3157894737,0.821052631578947,True,24090.3157894737,0,,,,
2,Positive,188,105,9602.57142857143,336.724280202723,94.9810814563559,47803.7523809524,0.866666666666667,True,47803.7523809524,0,,,,
2,Positive,189,343,12263.9300291545,350.546752333516,271.891423996227,37184.2157434402,0.620991253644315,True,37184.2157434402,0,,,,
2,Positive,190,76,6873.81578947368,337.363865546218,291.8395608813,26874.4868421053,0.907894736842105,True,26874.4868421053,0,,,,
2,Positive,191,151,9148.7880794702,345.128232523832,206.016194378874,31654.8874172185,0.76158940397351,True,31654.8874172185,0,,,,
2,Positive,192,206,10667.3689320388,353.100341846426,318.838103953714,28155.0339805825,0.422330097087379,True,28155.0339805825,0,,,,
2,Positive,193,58,3762.96551724138,348.724895991789,125.510552022433,17537.7068965517,0,False,0,17537.7068965517,,,,
2,Positive,194,67,4816.40298507463,351.370109606785,458.758530395198,21217.8656716418,0.716417910447761,True,21217.8656716418,0,,,,
2,Positive,195,10,3326.3,348.20764813757,529.014520638547,15210.6,0,False,0,15210.6,,,,
2,Positive,196,156,6467.47435897436,353.388759928875,622.624415467537,23752.1025641026,0.621794871794872,True,23752.1025641026,0,,,,
2,Positive,197,214,9756.20093457944,360.100052830048,369.224989905773,19208.5140186916,0.397196261682243,True,19208.5140186916,0,,,,
2,Positive,198,92,7636.17391304348,358.106501093195,675.663755750661,29537.9782608696,0.847826086956522,True,29537.9782608696,0,,,,
2,Positive,199,22,5056.18181818182,358.353626523787,327.354390664893,17214.6363636364,0,False,0,17214.6363636364,,,,
2,Positive,200,77,5385.36363636364,361.17370072322,195.212391450613,17801.1818181818,0.584415584415584,True,17801.1818181818,0,,,,
2,Positive,201,146,6286.10273972603,362.458486921029,470.621461127013,31040.8287671233,0.86986301369863,True,31040.8287671233,0,,,,
2,Positive,202,93,4725.0752688172,363.227584700249,174.099949480238,17454.6559139785,0.580645161290323,True,17454.6559139785,0,,,,
2,Positive,203,17,6123.94117647059,362.791935220494,276.409520973614,25763.3529411765,0,False,0,25763.3529411765,,,,
2,Positive,204,99,8557.64646464647,375.949687620617,395.295879283339,50036.303030303,0.919191919191919,True,50036.303030303,0,,,,
2,Positive,205,69,5586.42028985507,378.500756233413,462.224498849436,17223.4347826087,0,False,0,17223.4347826087,,,,
2,Positive,206,15,3237.33333333333,382.347549423394,557.273064250412,15544.7333333333,0,False,0,15544.7333333333,,,,
2,Positive,207,38,3121.36842105263,383.917790780022,284.679096550096,16382.3421052632,0,False,0,16382.3421052632,,,,
2,Positive,208,138,9249.92753623188,393.718221842709,70.6817413375741,31121.4710144928,0.623188405797101,True,31121.4710144928,0,,,,
2,Positive,209,39,2438.07692307692,386.829626123994,113.193721407162,15042.3076923077,0,False,0,15042.3076923077,,,,
2,Positive,210,41,6173.90243902439,389.453849800498,395.618930984079,27393.8536585366,0,False,0,27393.8536585366,,,,
2,Positive,211,65,5336.64615384615,392.025169942516,232.507060037707,22814.7384615385,0.738461538461539,True,22814.7384615385,0,,,,
2,Positive,212,67,2960.05970149254,394.929141203284,45.0047548456062,21826.8507462687,0.970149253731343,True,21826.8507462687,0,,,,
2,Positive,213,96,8063.69791666667,397.005565064622,243.28037565478,46084.4166666667,0.854166666666667,True,46084.4166666667,0,,,,
2,Positive,214,42,2736.28571428571,396.188907451881,169.888065156103,14329.0714285714,0,False,0,14329.0714285714,,,,
2,Positive,215,68,4579.47058823529,399.93756984496,418.998365467367,20417.6323529412,0,False,0,20417.6323529412,,,,
2,Positive,216,26,3282.5,400.877532368622,470.121940359716,15235.6538461538,0,False,0,15235.6538461538,,,,
2,Positive,217,72,3653.91666666667,404.14676792787,343.318767532556,30350.4583333333,0.888888888888889,True,30350.4583333333,0,,,,
2,Positive,218,127,18271.7952755906,406.340192577692,398.169754770271,57885.3622047244,0.921259842519685,True,57885.3622047244,0,,,,
2,Positive,219,88,4460.95454545455,410.211137546999,86.2581540844296,20165.8181818182,0.670454545454545,True,20165.8181818182,0,,,,
2,Positive,220,37,3377.72972972973,407.988189732429,642.679690500576,15866.972972973,0,False,0,15866.972972973,,,,
2,Positive,221,107,8953.95327102804,412.345307716635,300.210279383721,25749.9345794393,0.747663551401869,True,25749.9345794393,0,,,,
2,Positive,222,18,2659.83333333333,414.099024583829,205.242872360424,14560.0555555556,0,False,0,14560.0555555556,,,,
2,Positive,223,70,4935.08571428571,420.907803019777,678.0294711917,17973.0142857143,0.057142857142857,True,17973.0142857143,0,,,,
2,Positive,224,97,6468.90721649485,422.045888022643,533.673757418516,31094.1443298969,0.814432989690721,True,31094.1443298969,0,,,,
2,Positive,225,91,7424.42857142857,424.931036983643,598.973449690138,51685.1318681319,0.879120879120879,True,51685.1318681319,0,,,,
2,Positive,226,84,5296.28571428571,424.461905018791,622.91572036108,21349.6547619048,0.69047619047619,True,21349.6547619048,0,,,,
2,Positive,227,27,3209.81481481481,425.878451508683,662.53982576588,15413.2962962963,0,False,0,15413.2962962963,,,,
2,Positive,228,46,2662.9347826087,426.909841218009,76.4619535491245,17964.0217391304,0.326086956521739,True,17964.0217391304,0,,,,
2,Positive,229,79,5452.21518987342,428.568912879447,298.504277671368,20488.582278481,0.746835443037975,True,20488.582278481,0,,,,
