Trial,Marker,label,area,mask_intensity,weighted_centroid-0,weighted_centroid-1,target_intensity,size_fraction,expressed,DF_expressed,DF_unexpressed,,,, 
2,Positive,164,55,2489.05454545455,197.25540913673,21.2648029920086,12301.0181818182,0,False,0,12301.0181818182,,,,
2,Positive,165,43,3167.39534883721,201.382134833111,358.019890159914,11037.511627907,0,False,0,11037.511627907,,,,
2,Positive,166,95,5114.74736842105,204.290201090346,419.789500330314,15996.2,0.821052631578947,True,15996.2,0,,,,
2,Positive,167,30,2695.26666666667,201.522285982834,549.211098468921,11771.3,0,False,0,11771.3,,,,
2,Positive,168,53,4234.1320754717,204.473826807303,160.728972545664,13177.3018867925,0,False,0,13177.3018867925,,,,
2,Positive,169,102,6352.17647058824,206.55621355657,458.153530826241,24170.1078431373,0.784313725490196,True,24170.1078431373,0,,,,
2,Positive,170,103,3294.94174757282,209.305752565716,398.579240318346,11213.2330097087,0,False,0,11213.2330097087,,,,
2,Positive,171,97,6480.19587628866,208.344974935529,187.97838139677,29637.1030927835,0.917525773195876,True,29637.1030927835,0,,,,
2,Positive,172,60,2876.86666666667,207.368578082636,107.013869255903,13086.2166666667,0,False,0,13086.2166666667,,,,
2,Positive,174,82,6396.46341463415,210.316901489009,170.424316028293,25929.9146341463,0.975609756097561,True,25929.9146341463,0,,,,
2,Positive,175,12,2938.91666666667,207.213060368049,368.293390421641,10649,0,False,0,10649,,,,
2,Positive,176,93,6292.68817204301,213.422326646389,564.132138341137,29289.5053763441,0.935483870967742,True,29289.5053763441,0,,,,
2,Positive,177,94,4832.85106382979,214.025723769943,869.123109129011,44378.6276595745,0.968085106382979,True,44378.6276595745,0,,,,
2,Positive,178,45,2477.13333333333,213.545137300284,53.4510590198348,11423.5777777778,0,False,0,11423.5777777778,,,,
2,Positive,179,127,7196.10236220472,220.329412794546,530.540775025851,18787.937007874,0.763779527559055,True,18787.937007874,0,,,,
2,Positive,180,87,2910.20689655172,214.513594641136,742.153581528351,25658.6666666667,0.988505747126437,True,25658.6666666667,0,,,,
2,Positive,181,76,3341.84210526316,215.50187416332,273.061823765651,15678.4473684211,0.93421052631579,True,15678.4473684211,0,,,,
2,Positive,182,116,3175.74137931034,219.181475408946,128.748530074433,15212.3620689655,0.646551724137931,True,15212.3620689655,0,,,,
2,Positive,183,55,4509.25454545455,219.153155732252,2.23072952997673,25172.0909090909,0.981818181818182,True,25172.0909090909,0,,,,
2,Positive,184,62,3612.82258064516,218.809263599634,158.97760217862,12415.2903225806,0,False,0,12415.2903225806,,,,
2,Positive,185,67,2024.13432835821,219.033742082482,897.765044205373,12478.3880597015,0,False,0,12478.3880597015,,,,
2,Positive,186,91,2277.45054945055,220.025172739906,917.210047865359,34846.3956043956,1,True,34846.3956043956,0,,,,
2,Positive,187,37,2520.64864864865,218.596371590324,65.4609066735289,11388.0540540541,0,False,0,11388.0540540541,,,,
2,Positive,188,88,2692.18181818182,221.018403457824,845.613105288039,16917.4090909091,0.909090909090909,True,16917.4090909091,0,,,,
2,Positive,189,46,2534.08695652174,221.568586576076,612.874039187427,11303.6956521739,0,False,0,11303.6956521739,,,,
2,Positive,190,47,2797.57446808511,222.561694781193,253.823258749981,9956.78723404255,0,False,0,9956.78723404255,,,,
2,Positive,191,6,1958.33333333333,219.514893617021,701.53370212766,11454.6666666667,0,False,0,11454.6666666667,,,,
2,Positive,192,28,2818.46428571429,222.483355930915,429.215137422862,11793.4285714286,0,False,0,11793.4285714286,,,,
2,Positive,193,11,2982,221.071459057375,450.421102371807,12994,0,False,0,12994,,,,
2,Positive,194,85,3283.27058823529,226.451217939071,810.668884684569,16268.4941176471,0.682352941176471,True,16268.4941176471,0,,,,
2,Positive,195,24,2650.25,224.711851083231,305.989089079647,9970.04166666667,0,False,0,9970.04166666667,,,,
2,Positive,196,67,3046.68656716418,224.876930161467,411.718367886816,11109.5820895522,0,False,0,11109.5820895522,,,,
2,Positive,197,80,3608.9625,228.111077629651,873.002985622599,24900.65,0.9,True,24900.65,0,,,,
2,Positive,198,70,3674.22857142857,227.842567536043,174.998328123299,12735.5571428571,0,False,0,12735.5571428571,,,,
2,Positive,199,6,2876.33333333333,225.493626144397,267.989685942751,11092.5,0,False,0,11092.5,,,,
2,Positive,200,38,2817.84210526316,230.905209286688,140.163077382842,11531.6052631579,0,False,0,11531.6052631579,,,,
2,Positive,201,102,5720.02941176471,233.500002570945,633.640040243863,29939.2058823529,0.892156862745098,True,29939.2058823529,0,,,,
2,Positive,202,61,2368.18032786885,231.560941166698,689.164697249739,11647.4754098361,0,False,0,11647.4754098361,,,,
2,Positive,203,44,2822.81818181818,236.463415026891,0.994541238607452,15667.9545454545,0.318181818181818,True,15667.9545454545,0,,,,
2,Positive,204,53,2662.22641509434,236.863364470085,221.36571035734,9719.01886792453,0,False,0,9719.01886792453,,,,
2,Positive,205,78,3506.02564102564,237.734866712985,804.170080813252,22314.9487179487,1,True,22314.9487179487,0,,,,
2,Positive,206,51,2953.21568627451,237.6171205864,362.988799182015,10172.4901960784,0,False,0,10172.4901960784,,,,
2,Positive,207,32,3010.6875,240.579539556995,291.547051130348,10455,0,False,0,10455,,,,
2,Positive,208,110,3221.19090909091,246.565530535008,663.479300428131,18647.7818181818,0.763636363636364,True,18647.7818181818,0,,,,
2,Positive,209,101,5952.25742574257,249.464985411974,166.993482795445,33817.3663366337,0.831683168316832,True,33817.3663366337,0,,,,
2,Positive,210,57,2505.89473684211,248.080539919908,796.081548069114,13181.1578947368,0,False,0,13181.1578947368,,,,
2,Positive,211,91,4226.20879120879,251.193333073313,721.634481324025,20578.0769230769,0.989010989010989,True,20578.0769230769,0,,,,
2,Positive,212,49,2561.9387755102,250.125263870634,121.848440673916,10960.3469387755,0,False,0,10960.3469387755,,,,
2,Positive,213,78,3753.46153846154,251.338668579431,141.774710523619,12425.0641025641,0.064102564102564,True,12425.0641025641,0,,,,
2,Positive,215,11,2619.36363636364,250.19588380245,547.177038142505,11226.9090909091,0,False,0,11226.9090909091,,,,
2,Positive,216,113,5656.45132743363,259.795910065881,257.19090583389,11469.6371681416,0.469026548672566,True,11469.6371681416,0,,,,
2,Positive,217,32,2806.03125,253.012283808315,471.229204949161,10921.84375,0,False,0,10921.84375,,,,
2,Positive,218,90,5126.13333333333,255.857885085575,75.4093512112227,33532,1,True,33532,0,,,,
2,Positive,219,7,2625.85714285714,251.974538926065,522.277732441108,11011.8571428571,0,False,0,11011.8571428571,,,,
2,Positive,220,101,4633.40594059406,257.868815361537,292.707919670751,25251.6831683168,1,True,25251.6831683168,0,,,,
2,Positive,221,49,2926.89795918367,256.733032115913,349.738756641426,10075.3265306122,0,False,0,10075.3265306122,,,,
2,Positive,222,28,2517.60714285714,255.515341948846,563.006951044785,11275.7857142857,0,False,0,11275.7857142857,,,,
2,Positive,224,9,2095.66666666667,256.016648109856,45.9709453369387,11423.3333333333,0,False,0,11423.3333333333,,,,
2,Positive,225,56,2709.82142857143,259.921594728171,703.688013179572,11800.2857142857,0,False,0,11800.2857142857,,,,
2,Positive,227,92,4124.97826086956,261.922025939531,879.204030060765,22364.3369565217,0.945652173913044,True,22364.3369565217,0,,,,
2,Positive,228,44,3104.72727272727,264.620073494964,2.21206664324198,21790.9545454545,1,True,21790.9545454545,0,,,,
2,Positive,229,93,4277.38709677419,265.93487884524,635.085329954726,23621.7419354839,0.903225806451613,True,23621.7419354839,0,,,,
2,Positive,230,19,2783.47368421053,264.505370041221,237.420508263056,9732.31578947368,0,False,0,9732.31578947368,,,,
2,Positive,231,22,2088.68181818182,264.726251876999,752.535853409066,11359.6818181818,0,False,0,11359.6818181818,,,,
2,Positive,232,22,2567,265.85449941566,149.106739384496,11061.0454545455,0,False,0,11061.0454545455,,,,
2,Positive,233,105,5456.22857142857,271.001284682949,897.10082142907,34743.7523809524,0.961904761904762,True,34743.7523809524,0,,,,
2,Positive,234,56,2914.57142857143,270.654053524164,342.949349328497,10210.5892857143,0,False,0,10210.5892857143,,,,
2,Positive,235,40,2718.5,271.319845503035,321.398970020232,9895.675,0,False,0,9895.675,,,,
2,Positive,236,89,2623.8202247191,273.984125556697,707.462127440904,11695.1348314607,0,False,0,11695.1348314607,,,,
2,Positive,237,71,2819.97183098592,275.130437822773,101.876944130897,11496.4647887324,0,False,0,11496.4647887324,,,,
2,Positive,238,8,3327.875,272.462231904744,263.985726627352,9998.5,0,False,0,9998.5,,,,
2,Positive,239,123,5671.9837398374,280.895744882134,547.569649138398,19709.243902439,0.845528455284553,True,19709.243902439,0,,,,
2,Positive,240,77,3104.54545454545,285.349968625811,491.777356201632,16085.7012987013,0.883116883116883,True,16085.7012987013,0,,,,
2,Positive,241,58,2013.89655172414,284.253711281955,818.361436912488,12154.6206896552,0,False,0,12154.6206896552,,,,
2,Positive,242,60,2863.13333333333,286.07288634829,181.477838964305,10837.6,0,False,0,10837.6,,,,
2,Positive,243,54,3442.55555555556,288.906448697673,386.586967046445,16477.2592592593,0.944444444444444,True,16477.2592592593,0,,,,
2,Positive,244,10,2425.9,287.217321406488,727.502782472484,11609.5,0,False,0,11609.5,,,,
2,Positive,245,5,1925.8,289.79945996469,904.416969571087,13596.6,0,False,0,13596.6,,,,
2,Positive,246,12,2532.83333333333,290.988418766862,204.481575310917,10071.6666666667,0,False,0,10071.6666666667,,,,
2,Positive,247,67,2552.26865671642,294.994386030573,734.746137472076,12128.5223880597,0,False,0,12128.5223880597,,,,
2,Positive,248,35,2575.54285714286,296.745618122116,275.529652555911,9719.37142857143,0,False,0,9719.37142857143,,,,
2,Positive,249,76,3997.21052631579,298.3206545354,393.003298352799,12018.4736842105,0.078947368421053,True,12018.4736842105,0,,,,
2,Positive,250,37,2808.10810810811,298.28781520693,166.270086621752,11547.7837837838,0,False,0,11547.7837837838,,,,
2,Positive,251,72,3506.75,300.194260275817,542.455312373755,31079.1527777778,1,True,31079.1527777778,0,,,,
2,Positive,252,27,1722,298.03897277068,883.417516238655,13187.8888888889,0,False,0,13187.8888888889,,,,
2,Positive,253,17,2676.88235294118,298.610982925704,418.857999868152,11045.8823529412,0,False,0,11045.8823529412,,,,
2,Positive,254,12,2924.25,298.027955886125,468.456128351999,13046.6666666667,0,False,0,13046.6666666667,,,,
2,Positive,255,17,2749.94117647059,298.765299792509,559.74878607029,12028.8823529412,0,False,0,12028.8823529412,,,,
2,Positive,256,71,2822.88732394366,301.031857303231,671.036896594736,12661.8450704225,0,False,0,12661.8450704225,,,,
2,Positive,257,40,2655.325,302.698671537382,180.238897310122,10660.5,0,False,0,10660.5,,,,
2,Positive,258,53,2627.20754716981,304.640740581146,141.513250312406,10456.4339622642,0,False,0,10456.4339622642,,,,
2,Positive,259,119,5680.63025210084,310.80145859067,453.834177767587,30585.756302521,0.957983193277311,True,30585.756302521,0,,,,
2,Positive,260,52,2594.01923076923,306.307445381017,604.311582115666,11087.0961538462,0,False,0,11087.0961538462,,,,
2,Positive,261,23,2613.47826086956,304.570470803527,633.178855431709,11663.652173913,0,False,0,11663.652173913,,,,
2,Positive,262,55,2366.32727272727,307.034891047116,762.330277837539,17958.5818181818,1,True,17958.5818181818,0,,,,
2,Positive,263,86,3440.33720930233,310.748604956923,159.507217721356,21604.0813953488,0.906976744186046,True,21604.0813953488,0,,,,
2,Positive,264,55,3170.43636363636,310.217366121096,376.591229197013,10481.4363636364,0,False,0,10481.4363636364,,,,
2,Positive,265,36,3089.27777777778,311.127007391156,397.337925081375,10769.0555555556,0,False,0,10769.0555555556,,,,
2,Positive,266,91,4548.8021978022,314.927856868491,478.44470830384,26929.6373626374,0.967032967032967,True,26929.6373626374,0,,,,
2,Positive,267,27,1984.07407407407,312.401288034348,48.7305021467239,11226.7777777778,0,False,0,11226.7777777778,,,,
2,Positive,269,72,3388.70833333333,317.239373409239,415.745006906106,11299.0138888889,0,False,0,11299.0138888889,,,,
2,Positive,270,11,2496.81818181818,313.794647733479,620.824176224286,10976.6363636364,0,False,0,10976.6363636364,,,,
2,Positive,271,30,2671.16666666667,316.362787795595,175.307605915018,11528.4666666667,0,False,0,11528.4666666667,,,,
2,Positive,272,84,2941.78571428571,319.393933875602,584.404548581603,11327.0833333333,0,False,0,11327.0833333333,,,,
2,Positive,273,31,2095.1935483871,317.591538236517,22.5519699465751,11117.8709677419,0,False,0,11117.8709677419,,,,
2,Positive,274,43,2738.3023255814,319.832836505389,284.170942784105,9516.55813953488,0,False,0,9516.55813953488,,,,
2,Positive,275,68,2623.5,321.59454702407,780.387442684335,25723.0294117647,1,True,25723.0294117647,0,,,,
2,Positive,276,77,2832.58441558442,322.624985672301,70.2413793103448,16363.1038961039,0.896103896103896,True,16363.1038961039,0,,,,
2,Positive,277,85,2493.27058823529,321.06280906723,746.726515609075,12078.7176470588,0,False,0,12078.7176470588,,,,
2,Positive,278,75,3210.22666666667,324.265729938073,188.748520353703,22943.0133333333,0.986666666666667,True,22943.0133333333,0,,,,
2,Positive,279,99,4115.28282828283,325.66682457359,647.0148178875,20296.6161616162,1,True,20296.6161616162,0,,,,
2,Positive,280,83,3067.02409638554,325.970030994292,706.294021519231,19452.9879518072,1,True,19452.9879518072,0,,,,
2,Positive,281,82,3197.70731707317,326.380524156026,146.263569173036,18988.9146341463,0.926829268292683,True,18988.9146341463,0,,,,
2,Positive,282,45,2807.31111111111,327.287400359379,566.168037426086,11136.1777777778,0,False,0,11136.1777777778,,,,
2,Positive,283,88,4149.59090909091,330.242745725208,485.658706772847,24962.6363636364,0.909090909090909,True,24962.6363636364,0,,,,
2,Positive,285,30,2214.96666666667,330.249334075757,768.291576998901,13636.8666666667,0,False,0,13636.8666666667,,,,
2,Positive,286,67,2984.97014925373,333.57547514163,265.990609671339,9716.86567164179,0,False,0,9716.86567164179,,,,
2,Positive,287,96,6774.13541666667,334.173358531301,310.390031323185,29208.5520833333,0.895833333333333,True,29208.5520833333,0,,,,
2,Positive,288,24,2846.41666666667,333.313727786398,250.122785958954,9506.79166666667,0,False,0,9506.79166666667,,,,
2,Positive,289,89,4962.24719101124,336.267441807807,406.880293904538,19485.8314606742,0.955056179775281,True,19485.8314606742,0,,,,
2,Positive,290,65,2667.72307692308,336.73812297436,65.1566994613672,18062.2,0.969230769230769,True,18062.2,0,,,,
2,Positive,291,34,2683.11764705882,336.736719794795,195.632330695197,11663.6176470588,0,False,0,11663.6176470588,,,,
2,Positive,292,4,1685,337.498367952522,935.523590504451,12207.75,0,False,0,12207.75,,,,
2,Positive,293,44,3140.27272727273,342.617042526706,471.692368931477,12269.7045454545,0,False,0,12269.7045454545,,,,
2,Positive,294,92,4298.17391304348,347.319407635194,714.910760889356,24038.2282608696,0.945652173913044,True,24038.2282608696,0,,,,
2,Positive,295,21,2666.90476190476,347.589858048389,642.226872600661,11577.7142857143,0,False,0,11577.7142857143,,,,
2,Positive,296,64,2903.703125,348.911729095928,686.322912014292,19819.15625,1,True,19819.15625,0,,,,
2,Positive,297,7,2501,346.741531958645,507.99068943851,10933.2857142857,0,False,0,10933.2857142857,,,,
2,Positive,298,79,2894.44303797468,351.5490748313,99.9908335920861,20959.9873417721,1,True,20959.9873417721,0,,,,
2,Positive,299,20,2368.2,349.721940714467,184.771746474115,10685,0,False,0,10685,,,,
2,Positive,300,8,2294.875,351.499210196634,218.55280788714,10083.125,0,False,0,10083.125,,,,
2,Positive,301,4,2218.75,352.505014084507,86.495323943662,11345.75,0,False,0,11345.75,,,,
2,Positive,302,13,2659.61538461538,353.607519884309,491.600838756327,11412.9230769231,0,False,0,11412.9230769231,,,,
2,Positive,303,33,3196.60606060606,355.449444486577,317.458649325042,11972.2121212121,0,False,0,11972.2121212121,,,,
2,Positive,304,115,5291.53043478261,362.92721428501,589.85287399388,19996.0869565217,0.721739130434783,True,19996.0869565217,0,,,,
2,Positive,306,21,2972.47619047619,359.637852039345,441.932123289866,11199.5238095238,0,False,0,11199.5238095238,,,,
2,Positive,307,81,3784.55555555556,362.715311418403,458.644281990807,25033.0864197531,1,True,25033.0864197531,0,,,,
2,Positive,308,75,3542.26666666667,362.052941619302,712.47888357737,27403.0266666667,1,True,27403.0266666667,0,,,,
2,Positive,309,11,1645.63636363636,360.843221743454,910.183349906088,11861.1818181818,0,False,0,11861.1818181818,,,,
2,Positive,310,9,1487.33333333333,360.523756163156,948.308979530853,12312.1111111111,0,False,0,12312.1111111111,,,,
2,Positive,311,31,2737,362.432649357078,349.392235435549,9934.32258064516,0,False,0,9934.32258064516,,,,
2,Positive,312,87,5559.4367816092,366.231545823504,757.950193416599,63806.7931034483,0.781609195402299,True,63806.7931034483,0,,,,
2,Positive,313,34,1973.08823529412,365.027785645077,55.2887679809197,11013.4411764706,0,False,0,11013.4411764706,,,,
2,Positive,314,47,3611.53191489362,366.466955732818,330.608629567226,17574.8936170213,1,True,17574.8936170213,0,,,,
2,Positive,315,97,4060.39175257732,368.735689004667,538.985372900893,21339.2577319588,0.979381443298969,True,21339.2577319588,0,,,,
2,Positive,316,95,4895.14736842105,370.121282301054,238.105791127196,18424,0.894736842105263,True,18424,0,,,,
2,Positive,317,79,5198.89873417722,369.722779653919,578.654951267674,45660.7341772152,1,True,45660.7341772152,0,,,,
2,Positive,318,50,2731.5,368.089525901519,655.696188907194,11515.48,0,False,0,11515.48,,,,
2,Positive,320,68,3569.89705882353,371.01464863462,769.872866658703,35265.6617647059,1,True,35265.6617647059,0,,,,
2,Positive,321,35,2346.82857142857,371.978658128295,180.201134661975,9827.91428571429,0,False,0,9827.91428571429,,,,
2,Positive,322,16,3060.375,370.020095576522,696.169893395417,16924.3125,0,False,0,16924.3125,,,,
2,Positive,323,44,2111.20454545455,373.689190789403,4.60055117177828,11514.7272727273,0,False,0,11514.7272727273,,,,
2,Positive,324,13,2593.84615384615,374.191399762752,392.609549228944,10180.0769230769,0,False,0,10180.0769230769,,,,
2,Positive,325,77,3208.31168831169,376.755598283679,613.195644430052,11063.9350649351,0,False,0,11063.9350649351,,,,
2,Positive,326,15,2257.2,374.362661704767,784.707070707071,12314.8,0,False,0,12314.8,,,,
2,Positive,327,97,6824.9175257732,379.370256352934,321.750569849415,22046.9793814433,0.804123711340206,True,22046.9793814433,0,,,,
2,Positive,328,12,2668.33333333333,375.058650843223,715.86052467208,13608.8333333333,0,False,0,13608.8333333333,,,,
2,Positive,329,92,4860.66304347826,382.019224877622,98.0674402534991,21150.1195652174,0.956521739130435,True,21150.1195652174,0,,,,
2,Positive,330,9,2346.77777777778,378.274134747408,163.882628663416,10169.1111111111,0,False,0,10169.1111111111,,,,
2,Positive,331,114,3898.60526315789,383.267263821295,216.674420226757,17255.5438596491,0.859649122807017,True,17255.5438596491,0,,,,
2,Positive,332,23,2866.30434782609,379.597755024649,407.781706484642,10203.3043478261,0,False,0,10203.3043478261,,,,
2,Positive,333,44,3048.20454545455,380.002743791054,526.087965344726,11254.3863636364,0,False,0,11254.3863636364,,,,
2,Positive,334,63,3509.88888888889,381.324430294452,570.790908227548,14156.7936507937,0.031746031746032,True,14156.7936507937,0,,,,
2,Positive,335,104,7223.33653846154,384.055867267816,308.218510516795,23907.6923076923,0.711538461538462,True,23907.6923076923,0,,,,
2,Positive,336,98,3027.9693877551,385.577500244321,872.093108131333,25345.9081632653,1,True,25345.9081632653,0,,,,
2,Positive,337,257,8076.80544747082,389.480188983297,691.797056855414,51650.4357976654,0.875486381322957,True,51650.4357976654,0,,,,
2,Positive,338,64,3680.78125,385.476890096362,672.630763679586,32404.765625,1,True,32404.765625,0,,,,
2,Positive,339,34,1833.85294117647,385.61537104457,910.388542284807,12054.8823529412,0,False,0,12054.8823529412,,,,
2,Positive,340,19,2344.52631578947,384.532999595923,748.137139137072,16268.8421052632,0,False,0,16268.8421052632,,,,
2,Positive,341,8,1491.125,385.987509430799,958.626037387878,13573.375,1,True,13573.375,0,,,,
2,Positive,342,10,2504.6,386.696238920386,648.712968138625,11531.5,0,False,0,11531.5,,,,
2,Positive,343,5,2534.6,385.599384518267,730.777874220784,12326,0,False,0,12326,,,,
2,Positive,344,41,2556.14634146341,388.160664872808,772.17036888609,14561.487804878,0,False,0,14561.487804878,,,,
2,Positive,345,40,2746.475,389.728251668047,505.251868303917,10346.55,0,False,0,10346.55,,,,
2,Positive,346,79,3059.3164556962,395.810721349189,148.306414107561,19489.0632911392,0.987341772151899,True,19489.0632911392,0,,,,
2,Positive,347,81,3698.12345679012,395.472825724091,376.87285844005,10137.1851851852,0,False,0,10137.1851851852,,,,
2,Positive,348,78,3297.4358974359,396.482702177294,876.677488335925,16073.9358974359,0.41025641025641,True,16073.9358974359,0,,,,
2,Positive,349,19,1768.10526315789,395.304250759064,922.473923914985,11666.5789473684,0,False,0,11666.5789473684,,,,
2,Positive,350,10,2520.1,395.505892623309,634.196023967303,10631,0,False,0,10631,,,,
2,Positive,351,20,1783.65,399.766994645811,0.515039385529672,18140.4,1,True,18140.4,0,,,,
2,Positive,352,48,2032.6875,399.639670387111,30.1138373868749,11245.125,0,False,0,11245.125,,,,
2,Positive,353,43,2635.6976744186,400.979273834208,249.806732253937,9671.3488372093,0,False,0,9671.3488372093,,,,
2,Positive,354,118,5402.96610169492,406.020335659948,558.411563014665,21088.3983050847,0.686440677966101,True,21088.3983050847,0,,,,
2,Positive,355,28,2890.82142857143,401.853155924539,401.621548497091,10148.6785714286,0,False,0,10148.6785714286,,,,
2,Positive,356,87,2830.58620689655,405.504342953208,794.654171793341,12096.1954022989,0,False,0,12096.1954022989,,,,
2,Positive,357,9,1900.55555555556,400.993218357205,834.035954399299,11162,0,False,0,11162,,,,
2,Positive,358,85,3021.41176470588,405.666922358072,736.574156997119,12776.5647058824,0,False,0,12776.5647058824,,,,
2,Positive,359,69,3318.91304347826,406.965463636165,306.790100652824,10513.3768115942,0,False,0,10513.3768115942,,,,
2,Positive,360,82,3365.29268292683,407.676750472905,715.693213361647,27217.9268292683,1,True,27217.9268292683,0,,,,
2,Positive,361,42,3016.30952380952,407.32994435016,328.187022930892,10353.5476190476,0,False,0,10353.5476190476,,,,
2,Positive,362,38,2830.28947368421,407.098743851754,497.01085996411,10046.3157894737,0,False,0,10046.3157894737,,,,
2,Positive,363,111,3514.18918918919,413.129216176376,767.89552009229,17289.3333333333,0.846846846846847,True,17289.3333333333,0,,,,
2,Positive,364,22,1771.77272727273,406.10287590754,938.114908027399,11778.5909090909,0,False,0,11778.5909090909,,,,
2,Positive,365,114,4817.28070175439,411.804869166196,135.817125844456,26304.1578947368,1,True,26304.1578947368,0,,,,
2,Positive,366,102,4130.75490196078,413.014392279814,652.596410948955,19068.9803921569,0.911764705882353,True,19068.9803921569,0,,,,
2,Positive,367,16,2227.4375,408.46979432644,809.449479502792,11184,0,False,0,11184,,,,
2,Positive,368,37,2675.67567567568,410.921464646465,689.349101010101,18914.6486486487,0.567567567567568,True,18914.6486486487,0,,,,
2,Positive,369,12,2042.08333333333,413.498632932055,89.9942460722302,10531.3333333333,0,False,0,10531.3333333333,,,,
2,Positive,370,90,3681.56666666667,417.293878511866,431.488566159938,18489.4555555556,0.933333333333333,True,18489.4555555556,0,,,,
2,Positive,371,64,2164.515625,415.594315991597,906.438478585711,11909.09375,0,False,0,11909.09375,,,,
2,Positive,372,52,2719.25,416.732717590399,2.52136123506906,12921.3269230769,0,False,0,12921.3269230769,,,,
2,Positive,373,57,2925.91228070175,420.602427193198,347.09265666129,10074.3157894737,0,False,0,10074.3157894737,,,,
2,Positive,374,47,2360.51063829787,421.802089342371,173.577336313816,10019.9361702128,0,False,0,10019.9361702128,,,,
2,Positive,375,26,1888.69230769231,422.979859894921,27.3083737221521,10948.3846153846,0,False,0,10948.3846153846,,,,
2,Positive,376,84,3546.72619047619,427.021186540237,401.165578585214,14151.7857142857,0.821428571428571,True,14151.7857142857,0,,,,
2,Positive,377,55,2996.34545454545,426.261548917166,588.536283593954,15606.2727272727,1,True,15606.2727272727,0,,,,
2,Positive,378,43,1863.41860465116,426.100602793066,930.081545546445,11672.6976744186,0,False,0,11672.6976744186,,,,
2,Positive,379,30,2566.53333333333,427.432502987168,248.389617642475,9844.7,0,False,0,9844.7,,,,
2,Positive,380,39,2144.25641025641,428.684428287853,117.312905077368,10514.3076923077,0,False,0,10514.3076923077,,,,
2,Positive,381,150,3987.68,437.467924540919,769.04360764488,22728.7666666667,0.96,True,22728.7666666667,0,,,,
2,Positive,382,30,2591.16666666667,434.461941210523,259.639390236058,9851.06666666667,0,False,0,9851.06666666667,,,,
2,Positive,383,47,2370.3829787234,435.438236033319,819.153633491311,11243.1489361702,0,False,0,11243.1489361702,,,,
2,Positive,384,9,2658.66666666667,436.318288197927,321.105315947843,9525.88888888889,0,False,0,9525.88888888889,,,,
2,Positive,385,79,3588.94936708861,439.835412500397,414.24793405919,10947.5189873418,0,False,0,10947.5189873418,,,,
2,Positive,386,126,5627.34126984127,442.583178782729,550.074487514897,22465.7142857143,1,True,22465.7142857143,0,,,,
2,Positive,387,7,1702.28571428571,439.279959718026,0.444864048338369,12079.4285714286,0,False,0,12079.4285714286,,,,
2,Positive,388,72,2454.75,442.616910524946,136.975868780482,10602.6388888889,0,False,0,10602.6388888889,,,,
2,Positive,389,115,4308.17391304348,446.273215727434,851.762568625868,21587.6434782609,0.765217391304348,True,21587.6434782609,0,,,,
2,Positive,390,60,2889.76666666667,446.347796246525,627.802296609876,10568.9166666667,0,False,0,10568.9166666667,,,,
2,Positive,391,40,2030.05,444.653961725081,891.631203664934,12183.725,0,False,0,12183.725,,,,
2,Positive,392,14,2781.07142857143,444.707846410685,455.538204700141,10259.5,0,False,0,10259.5,,,,
2,Positive,394,146,3192.3904109589,451.368142135944,220.774963579917,25767.095890411,0.993150684931507,True,25767.095890411,0,,,,
2,Positive,396,88,3228.56818181818,452.856515342433,246.057381895999,29940.0795454545,0.988636363636364,True,29940.0795454545,0,,,,
2,Positive,397,29,2618.55172413793,452.675169216993,306.25065184756,9564.1724137931,0,False,0,9564.1724137931,,,,
2,Positive,398,18,2655.77777777778,451.511609907121,333.030060246004,9675.88888888889,0,False,0,9675.88888888889,,,,
2,Positive,399,92,3957.07608695652,454.896399130891,713.515850801124,20889.9891304348,0.989130434782608,True,20889.9891304348,0,,,,
2,Positive,400,101,4108.59405940594,458.58681874265,70.6169270883538,17628.0891089109,0.881188118811881,True,17628.0891089109,0,,,,
2,Positive,401,91,3541.57142857143,457.217423816956,660.207386055113,18397.3736263736,0.978021978021978,True,18397.3736263736,0,,,,
2,Positive,402,228,8022.42105263158,461.081646175849,576.688465769182,18292.2938596491,0.508771929824561,True,18292.2938596491,0,,,,
2,Positive,403,7,2521.85714285714,454.727128533394,276.009460148417,9650.42857142857,0,False,0,9650.42857142857,,,,
2,Positive,404,41,2571.87804878049,458.632858213131,766.125494324163,11450.8780487805,0,False,0,11450.8780487805,,,,
2,Positive,405,33,2677.78787878788,462.465196283681,344.552016024081,9762.06060606061,0,False,0,9762.06060606061,,,,
2,Positive,406,62,2978.74193548387,465.04778484097,618.365855903661,10494.3387096774,0,False,0,10494.3387096774,,,,
2,Positive,407,22,2909.09090909091,463.92309375,420.906765625,10208.2272727273,0,False,0,10208.2272727273,,,,
2,Positive,408,62,2224.96774193548,465.940260098008,917.890987908487,19154.0161290323,1,True,19154.0161290323,0,,,,
2,Positive,409,76,2564.42105263158,468.619320047615,190.654277152943,10263.5789473684,0,False,0,10263.5789473684,,,,
2,Positive,410,10,2568.3,466.180158081221,302.985749328349,9599.1,0,False,0,9599.1,,,,
2,Positive,411,60,2253.76666666667,470.228535932439,943.810103086685,11678.75,0,False,0,11678.75,,,,
2,Positive,412,4,2364,466.479801184433,205.516285956007,10507,0,False,0,10507,,,,
2,Positive,413,40,2984.85,469.950885304119,523.96916930499,9784.8,0,False,0,9784.8,,,,
